count,date,timeInterval,approach,class,LocationId,LocationName
1.0,2025-06-19,03:15 PM - 03:19 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-19,05:55 PM - 05:59 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
5.0,2025-06-19,07:05 PM - 07:09 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-19,07:15 PM - 07:19 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-19,09:00 PM - 09:04 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-20,10:10 AM - 10:14 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-20,10:25 AM - 10:29 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-20,12:00 PM - 12:04 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
3.0,2025-06-20,12:25 PM - 12:29 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-20,02:45 PM - 02:49 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-20,03:20 PM - 03:24 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-20,04:15 PM - 04:19 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-20,05:00 PM - 05:04 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-20,06:40 PM - 06:44 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-21,07:30 AM - 07:34 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-21,08:40 AM - 08:44 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
5.0,2025-06-21,10:00 AM - 10:04 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-21,10:40 AM - 10:44 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-21,12:00 PM - 12:04 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-21,12:15 PM - 12:19 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
5.0,2025-06-21,12:20 PM - 12:24 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-21,12:45 PM - 12:49 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-21,01:50 PM - 01:54 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-21,06:10 PM - 06:14 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
3.0,2025-06-22,08:10 AM - 08:14 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
3.0,2025-06-22,08:50 AM - 08:54 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-22,09:15 AM - 09:19 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,09:15 AM - 09:19 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,09:40 AM - 09:44 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,10:00 AM - 10:04 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,11:10 AM - 11:14 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-22,12:20 PM - 12:24 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,12:55 PM - 12:59 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,01:50 PM - 01:54 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,02:10 PM - 02:14 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,02:30 PM - 02:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
4.0,2025-06-22,03:35 PM - 03:39 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,03:35 PM - 03:39 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,03:55 PM - 03:59 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,04:00 PM - 04:04 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-22,04:20 PM - 04:24 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,04:30 PM - 04:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-22,04:35 PM - 04:39 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
4.0,2025-06-22,05:15 PM - 05:19 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,05:45 PM - 05:49 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,05:50 PM - 05:54 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,06:15 PM - 06:19 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,06:55 PM - 06:59 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,08:00 PM - 08:04 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
3.0,2025-06-22,08:05 PM - 08:09 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,08:25 PM - 08:29 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-22,08:30 PM - 08:34 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-23,08:05 AM - 08:09 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,09:45 AM - 09:49 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,09:55 AM - 09:59 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,01:35 PM - 01:39 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
4.0,2025-06-23,01:45 PM - 01:49 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-23,01:50 PM - 01:54 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,03:25 PM - 03:29 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,04:15 PM - 04:19 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,04:30 PM - 04:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,05:55 PM - 05:59 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-23,06:30 PM - 06:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,10:25 AM - 10:29 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
11.0,2025-06-24,10:35 AM - 10:39 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
5.0,2025-06-24,10:35 AM - 10:39 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
10.0,2025-06-24,10:50 AM - 10:54 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
7.0,2025-06-24,10:50 AM - 10:54 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,12:20 PM - 12:24 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,12:30 PM - 12:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-24,01:30 PM - 01:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,01:55 PM - 01:59 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,03:05 PM - 03:09 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,03:35 PM - 03:39 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,05:15 PM - 05:19 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,06:00 PM - 06:04 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-24,08:05 PM - 08:09 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,06:45 AM - 06:49 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,09:50 AM - 09:54 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,12:15 PM - 12:19 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,01:00 PM - 01:04 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,01:10 PM - 01:14 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,01:30 PM - 01:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,02:05 PM - 02:09 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,02:05 PM - 02:09 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,03:50 PM - 03:54 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-25,03:50 PM - 03:54 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-25,04:25 PM - 04:29 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,04:45 PM - 04:49 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
4.0,2025-06-25,05:10 PM - 05:14 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-25,05:20 PM - 05:24 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,05:30 PM - 05:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,05:45 PM - 05:49 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,06:30 PM - 06:34 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,06:45 PM - 06:49 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
3.0,2025-06-25,07:30 PM - 07:34 PM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,07:35 PM - 07:39 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-25,07:45 PM - 07:49 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,09:40 AM - 09:44 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,10:20 AM - 10:24 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,10:45 AM - 10:49 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
2.0,2025-06-26,11:10 AM - 11:14 AM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,11:25 AM - 11:29 AM,WB,pedestrian,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,02:05 PM - 02:09 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,03:25 PM - 03:29 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,04:05 PM - 04:09 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
1.0,2025-06-26,04:10 PM - 04:14 PM,WB,bicycle,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
3.0,2025-06-15,07:40 PM - 07:44 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
3.0,2025-06-15,07:45 PM - 07:49 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,07:45 PM - 07:49 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,07:45 PM - 07:49 PM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
3.0,2025-06-15,07:50 PM - 07:54 PM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,07:55 PM - 07:59 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,08:05 PM - 08:09 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,08:05 PM - 08:09 PM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,08:10 PM - 08:14 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
4.0,2025-06-15,08:25 PM - 08:29 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,08:30 PM - 08:34 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,08:30 PM - 08:34 PM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,08:35 PM - 08:39 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,08:45 PM - 08:49 PM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,08:50 PM - 08:54 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,08:55 PM - 08:59 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,09:15 PM - 09:19 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,09:20 PM - 09:24 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,09:20 PM - 09:24 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,09:35 PM - 09:39 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,09:40 PM - 09:44 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,09:40 PM - 09:44 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,09:45 PM - 09:49 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,09:50 PM - 09:54 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,10:05 PM - 10:09 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,10:10 PM - 10:14 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,10:25 PM - 10:29 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,10:35 PM - 10:39 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,10:55 PM - 10:59 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-15,11:00 PM - 11:04 PM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-15,11:45 PM - 11:49 PM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,12:40 AM - 12:44 AM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,01:05 AM - 01:09 AM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,01:40 AM - 01:44 AM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,05:05 AM - 05:09 AM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
4.0,2025-06-16,05:55 AM - 05:59 AM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,06:00 AM - 06:04 AM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,06:30 AM - 06:34 AM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
3.0,2025-06-16,06:40 AM - 06:44 AM,SB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,06:40 AM - 06:44 AM,SB,bicycle,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
3.0,2025-06-16,07:15 AM - 07:19 AM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-16,07:20 AM - 07:24 AM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,07:25 AM - 07:29 AM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
1.0,2025-06-16,07:35 AM - 07:39 AM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
2.0,2025-06-16,07:40 AM - 07:44 AM,EB,pedestrian,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
