TAZ,TRPAID,Residential_Units,TouristAccommodation_Units,CommercialFloorArea_SqFt,Total_Res_Units,Total_TA_Units,Total_CommercialFloorArea_SqFt,Residential_Units_Proportion,TouristAccommodation_Units_Proportion,CommercialFloorArea_SqFt_Proportion,occupied_units,vacant_units,seasonal_units,total_units,occupancy_rate,seasonal_rate,household_size,high_income,low_income,middle_income,high_income_proportion,middle_income_proportion,low_income_proportion,VHR_Count,adjusted_occupancy,adjusted_high_income,adjusted_middle_income,adjusted_low_income,adjusted_seasonal_rate
20,0601703020112020,34,0,0,34,0,0,1.0,0.0,0.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,0.0,0.5392491467576792,0.25,0.3037974683544304,0.4462025316455696,0.4334470989761092
20,0601703020122020,0,0,0,34,0,0,0.0,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,0.0,0.0,0.0,0.0,0.0,0.0
20,0601703030232020,0,0,0,34,0,0,0.0,0.0,0.0,265.0,259.0,239.0,524.0,0.5057251908396947,0.45610687022900764,1.79,76.0,131.0,58.0,0.28679245283018867,0.2188679245283019,0.49433962264150944,0.0,0.0,0.0,0.0,0.0,0.0
21,0601703020112020,398,0,0,411,0,0,0.9683698296836983,0.0,0.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,1.0,0.5221926044028135,0.24209245742092458,0.2941883026887185,0.43208906957405524,0.419737093412388
21,0601703020122020,13,0,0,411,0,0,0.031630170316301706,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,1.0,0.017430726951285686,0.00891921251739056,0.012883306969564141,0.009827650829347005,0.012788601235799682
22,0601703020122020,0,0,0,0,0,0,0.0,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,0.0,0.0,0.0,0.0,0.0,0.0
23,0601703020122020,254,0,0,543,0,506,0.4677716390423573,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,2.0,0.25777919101183144,0.13190427419471173,0.19052839605902802,0.14533896878861755,0.1891278137710826
23,0601703020212020,44,0,0,543,0,506,0.08103130755064457,0.0,0.0,283.0,175.0,150.0,458.0,0.6179039301310044,0.32751091703056767,2.37,164.0,107.0,12.0,0.5795053003533569,0.04240282685512368,0.37809187279151946,2.0,0.050069563399197416,0.04695807222016152,0.0034359565039142575,0.030637278826568796,0.026538637844097566
23,0601703020232020,245,0,506,543,0,506,0.45119705340699817,0.0,1.0,247.0,128.0,96.0,375.0,0.6586666666666666,0.256,2.45,23.0,219.0,5.0,0.0931174089068826,0.020242914979757085,0.8866396761133604,2.0,0.29718845917740944,0.04201430051967999,0.00913354359123478,0.4000492092960834,0.11550644567219154
24,0601703020122020,16,0,0,362,193,83855,0.04419889502762431,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,3.0,0.024357088914503753,0.012463395986901894,0.018002683092191624,0.01373281594853079,0.017870344608291268
24,0601703020132020,346,193,83855,362,193,83855,0.9558011049723757,1.0,1.0,234.0,153.0,134.0,387.0,0.6046511627906976,0.3462532299741602,3.42,44.0,114.0,76.0,0.18803418803418803,0.3247863247863248,0.48717948717948717,3.0,0.5779262495181806,0.17972328469566037,0.3104311281106861,0.46564669216602916,0.33094921980955644
25,0601703020222020,226,31,0,226,31,0,1.0,1.0,0.0,255.0,314.0,236.0,569.0,0.44815465729349735,0.4147627416520211,2.83,108.0,119.0,28.0,0.4235294117647059,0.10980392156862745,0.4666666666666667,0.0,0.44815465729349735,0.4235294117647059,0.10980392156862745,0.4666666666666667,0.4147627416520211
26,0601703020212020,197,0,0,257,0,0,0.7665369649805448,0.0,0.0,283.0,175.0,150.0,458.0,0.6179039301310044,0.32751091703056767,2.37,164.0,107.0,12.0,0.5795053003533569,0.04240282685512368,0.37809187279151946,0.0,0.4736462032521707,0.44421223412300126,0.03250333420412204,0.28982139665342155,0.2510492243386064
26,0601703020232020,60,0,0,257,0,0,0.23346303501945526,0.0,0.0,247.0,128.0,96.0,375.0,0.6586666666666666,0.256,2.45,23.0,219.0,5.0,0.0931174089068826,0.020242914979757085,0.8866396761133604,0.0,0.15377431906614786,0.021739472896548467,0.004725972368814884,0.2069975897540919,0.05976653696498055
27,0601703020112020,0,0,0,0,0,0,0.0,0.0,0.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,0.0,0.0,0.0,0.0,0.0,0.0
28,0601703020112020,0,0,92095,0,0,92095,0.0,0.0,1.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,0.0,0.0,0.0,0.0,0.0,0.0
29,0601703020112020,0,0,21815,0,0,21815,0.0,0.0,1.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,0.0,0.0,0.0,0.0,0.0,0.0
30,0601703020122020,0,0,0,0,0,0,0.0,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,0.0,0.0,0.0,0.0,0.0,0.0
31,0601703020112020,0,0,0,0,0,0,0.0,0.0,0.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,0.0,0.0,0.0,0.0,0.0,0.0
32,0601703020112020,0,0,0,0,0,0,0.0,0.0,0.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,0.0,0.0,0.0,0.0,0.0,0.0
33,0601703020122020,117,0,0,117,0,0,1.0,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,2.0,0.5510791366906475,0.2819843342036554,0.4073107049608355,0.31070496083550914,0.40431654676258993
34,0601703020122020,23,0,0,374,0,0,0.06149732620320856,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,2.0,0.033889893432847304,0.017341282584716775,0.02504851928903534,0.019107524329456445,0.024864386565613822
34,0601703020212020,246,0,0,374,0,0,0.6577540106951871,0.0,0.0,283.0,175.0,150.0,458.0,0.6179039301310044,0.32751091703056767,2.37,164.0,107.0,12.0,0.5795053003533569,0.04240282685512368,0.37809187279151946,2.0,0.40642878826798684,0.38117193552653955,0.02789062942877119,0.24869144573987642,0.21542161922331454
34,0601703020222020,105,0,0,374,0,0,0.2807486631016043,0.0,0.0,255.0,314.0,236.0,569.0,0.44815465729349735,0.4147627416520211,2.83,108.0,119.0,28.0,0.4235294117647059,0.10980392156862745,0.4666666666666667,2.0,0.12581882089790702,0.11890531613715005,0.030827304183705568,0.13101604278074866,0.116444085223161
35,0601703020222020,128,0,0,128,0,0,1.0,0.0,0.0,255.0,314.0,236.0,569.0,0.44815465729349735,0.4147627416520211,2.83,108.0,119.0,28.0,0.4235294117647059,0.10980392156862745,0.4666666666666667,2.0,0.44815465729349735,0.4235294117647059,0.10980392156862745,0.4666666666666667,0.4147627416520211
36,0601703020222020,0,0,0,0,0,0,0.0,0.0,0.0,255.0,314.0,236.0,569.0,0.44815465729349735,0.4147627416520211,2.83,108.0,119.0,28.0,0.4235294117647059,0.10980392156862745,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
36,0601703160212020,0,0,0,0,0,0,0.0,0.0,0.0,489.0,459.0,459.0,948.0,0.5158227848101266,0.48417721518987344,2.7,121.0,279.0,89.0,0.2474437627811861,0.18200408997955012,0.5705521472392638,0.0,0.0,0.0,0.0,0.0,0.0
37,0601703020122020,0,0,0,378,32,0,0.0,0.0,0.0,383.0,312.0,281.0,695.0,0.5510791366906475,0.40431654676258993,2.75,108.0,119.0,156.0,0.2819843342036554,0.4073107049608355,0.31070496083550914,2.0,0.0,0.0,0.0,0.0,0.0
37,0601703030222020,142,0,0,378,32,0,0.37566137566137564,0.0,0.0,341.0,411.0,294.0,752.0,0.45345744680851063,0.39095744680851063,2.28,182.0,133.0,26.0,0.533724340175953,0.07624633431085044,0.39002932551319647,2.0,0.17034644827198017,0.20049961985445855,0.028642802836351223,0.14651895297056586,0.1468676122931442
37,0601703030242020,236,32,0,378,32,0,0.6243386243386243,1.0,0.0,432.0,145.0,125.0,577.0,0.7487001733102253,0.21663778162911612,1.84,130.0,208.0,94.0,0.30092592592592593,0.2175925925925926,0.48148148148148145,2.0,0.46744243624659565,0.18787967862041935,0.135851459925534,0.30060748579267094,0.13525533456209365
38,0601703030222020,333,0,0,685,15,73551,0.48613138686131385,0.0,0.0,341.0,411.0,294.0,752.0,0.45345744680851063,0.39095744680851063,2.28,182.0,133.0,26.0,0.533724340175953,0.07624633431085044,0.39002932551319647,4.0,0.22043989749961174,0.2594601536913757,0.037065736241625104,0.18960549692831302,0.19005668582077961
38,0601703030232020,116,0,12581,685,15,73551,0.16934306569343066,0.0,0.17105137931503311,265.0,259.0,239.0,524.0,0.5057251908396947,0.45610687022900764,1.79,76.0,131.0,58.0,0.28679245283018867,0.2188679245283019,0.49433962264150944,4.0,0.08564105421518918,0.048566313180002756,0.03706376532158105,0.08371298719184686,0.07723853568841589
38,0601703030242020,236,15,60970,685,15,73551,0.3445255474452555,1.0,0.8289486206849669,432.0,145.0,125.0,577.0,0.7487001733102253,0.21663778162911612,1.84,130.0,208.0,94.0,0.30092592592592593,0.2175925925925926,0.48148148148148145,4.0,0.25794633708206305,0.10367666937010003,0.07496620708299541,0.16588267099216003,0.07463725031309694
39,0601703030212020,0,0,0,547,26,31480,0.0,0.0,0.0,333.0,174.0,174.0,507.0,0.6568047337278107,0.3431952662721893,2.22,70.0,175.0,88.0,0.21021021021021022,0.26426426426426425,0.5255255255255256,6.0,0.0,0.0,0.0,0.0,0.0
39,0601703030222020,166,0,0,547,26,31480,0.30347349177330896,0.0,0.0,341.0,411.0,294.0,752.0,0.45345744680851063,0.39095744680851063,2.28,182.0,133.0,26.0,0.533724340175953,0.07624633431085044,0.39002932551319647,6.0,0.13761231475358823,0.16197118915760184,0.023138741308228836,0.11836356130747827,0.11864522151775643
39,0601703030232020,381,26,31480,547,26,31480,0.696526508226691,1.0,1.0,265.0,259.0,239.0,524.0,0.5057251908396947,0.45610687022900764,1.79,76.0,131.0,58.0,0.28679245283018867,0.2188679245283019,0.49433962264150944,6.0,0.35225100129784953,0.1997585457555793,0.15244731123452107,0.34432065123659067,0.3176905256988152
40,0601703030212020,151,0,64260,151,0,64260,1.0,0.0,1.0,333.0,174.0,174.0,507.0,0.6568047337278107,0.3431952662721893,2.22,70.0,175.0,88.0,0.21021021021021022,0.26426426426426425,0.5255255255255256,2.0,0.6568047337278107,0.21021021021021022,0.26426426426426425,0.5255255255255256,0.3431952662721893
40,0601703040312020,0,0,0,151,0,64260,0.0,0.0,0.0,257.0,207.0,207.0,464.0,0.5538793103448276,0.44612068965517243,1.45,109.0,109.0,39.0,0.42412451361867703,0.1517509727626459,0.42412451361867703,2.0,0.0,0.0,0.0,0.0,0.0
40,0601703040332020,0,0,0,151,0,64260,0.0,0.0,0.0,193.0,501.0,490.0,694.0,0.2780979827089337,0.7060518731988472,2.38,126.0,38.0,29.0,0.6528497409326425,0.15025906735751296,0.19689119170984457,2.0,0.0,0.0,0.0,0.0,0.0
41,0601703030212020,379,62,79386,379,62,79386,1.0,1.0,1.0,333.0,174.0,174.0,507.0,0.6568047337278107,0.3431952662721893,2.22,70.0,175.0,88.0,0.21021021021021022,0.26426426426426425,0.5255255255255256,3.0,0.6568047337278107,0.21021021021021022,0.26426426426426425,0.5255255255255256,0.3431952662721893
42,0601703020112020,0,0,0,961,28,46573,0.0,0.0,0.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,4.0,0.0,0.0,0.0,0.0,0.0
42,0601703030112020,455,0,0,961,28,46573,0.47346514047866806,0.0,0.0,190.0,202.0,202.0,392.0,0.4846938775510204,0.5153061224489796,3.27,53.0,60.0,77.0,0.2789473684210526,0.4052631578947368,0.3157894736842105,4.0,0.2294856548238442,0.13207185497562846,0.1918779779834602,0.14951530751957937,0.24397948565482383
42,0601703030122020,506,28,46573,961,28,46573,0.5265348595213319,1.0,1.0,569.0,216.0,194.0,785.0,0.7248407643312101,0.24713375796178344,2.38,120.0,308.0,141.0,0.210896309314587,0.2478031634446397,0.5413005272407733,4.0,0.3816539300224686,0.11104425859852343,0.13047700385326502,0.2850135970695435,0.1301245385313865
42,0601703030132020,0,0,0,961,28,46573,0.0,0.0,0.0,418.0,126.0,65.0,544.0,0.7683823529411765,0.11948529411764706,2.03,111.0,247.0,60.0,0.26555023923444976,0.14354066985645933,0.5909090909090909,4.0,0.0,0.0,0.0,0.0,0.0
42,0601703050432020,0,0,0,961,28,46573,0.0,0.0,0.0,336.0,303.0,284.0,639.0,0.5258215962441315,0.4444444444444444,2.38,223.0,30.0,83.0,0.6636904761904762,0.24702380952380953,0.08928571428571429,4.0,0.0,0.0,0.0,0.0,0.0
43,0601703030122020,93,32,29208,555,32,29208,0.16756756756756758,1.0,1.0,569.0,216.0,194.0,785.0,0.7248407643312101,0.24713375796178344,2.38,120.0,308.0,141.0,0.210896309314587,0.2478031634446397,0.5413005272407733,4.0,0.12145980375279739,0.03533938156082269,0.04152377333396665,0.09070441267277823,0.04141160268548804
43,0601703030132020,436,0,0,555,32,29208,0.7855855855855856,0.0,0.0,418.0,126.0,65.0,544.0,0.7683823529411765,0.11948529411764706,2.03,111.0,247.0,60.0,0.26555023923444976,0.14354066985645933,0.5909090909090909,4.0,0.6036301006889242,0.20861244019138755,0.11276348118453382,0.4642096642096642,0.0938659247482777
43,0601703050432020,26,0,0,555,32,29208,0.04684684684684685,0.0,0.0,336.0,303.0,284.0,639.0,0.5258215962441315,0.4444444444444444,2.38,223.0,30.0,83.0,0.6636904761904762,0.24702380952380953,0.08928571428571429,4.0,0.024633083788013366,0.03109180609180609,0.011572286572286573,0.004182754182754183,0.02082082082082082
44,0601703040312020,0,0,0,275,0,25780,0.0,0.0,0.0,257.0,207.0,207.0,464.0,0.5538793103448276,0.44612068965517243,1.45,109.0,109.0,39.0,0.42412451361867703,0.1517509727626459,0.42412451361867703,2.0,0.0,0.0,0.0,0.0,0.0
44,0601703040332020,275,0,25780,275,0,25780,1.0,0.0,1.0,193.0,501.0,490.0,694.0,0.2780979827089337,0.7060518731988472,2.38,126.0,38.0,29.0,0.6528497409326425,0.15025906735751296,0.19689119170984457,2.0,0.2780979827089337,0.6528497409326425,0.15025906735751296,0.19689119170984457,0.7060518731988472
45,0601703040322020,690,0,0,718,0,0,0.9610027855153204,0.0,0.0,188.0,507.0,463.0,695.0,0.27050359712230215,0.6661870503597123,2.27,119.0,51.0,18.0,0.6329787234042553,0.09574468085106383,0.2712765957446808,9.0,0.25995471032644635,0.6082943163634209,0.0920109049961477,0.2606975641557518,0.6402076110699185
45,0601703040332020,28,0,0,718,0,0,0.03899721448467967,0.0,0.0,193.0,501.0,490.0,694.0,0.2780979827089337,0.7060518731988472,2.38,126.0,38.0,29.0,0.6528497409326425,0.15025906735751296,0.19689119170984457,9.0,0.010845046679457026,0.025459321373417814,0.005859685078008862,0.007678208033252991,0.027534056336445296
46,0601703040322020,9,0,0,256,31,12642,0.03515625,0.0,0.0,188.0,507.0,463.0,695.0,0.27050359712230215,0.6661870503597123,2.27,119.0,51.0,18.0,0.6329787234042553,0.09574468085106383,0.2712765957446808,1.0,0.009509892086330934,0.02225315824468085,0.0033660239361702126,0.009537067819148936,0.023420638489208633
46,0601703040422020,247,31,12642,256,31,12642,0.96484375,1.0,1.0,405.0,245.0,245.0,650.0,0.6230769230769231,0.3769230769230769,2.2,237.0,67.0,101.0,0.5851851851851851,0.24938271604938272,0.1654320987654321,1.0,0.601171875,0.5646122685185184,0.2406153549382716,0.1596161265432099,0.363671875
47,0601703040412020,244,0,0,628,0,58630,0.3885350318471338,0.0,0.0,244.0,238.0,218.0,482.0,0.5062240663900415,0.45228215767634855,2.78,49.0,108.0,87.0,0.20081967213114754,0.35655737704918034,0.4426229508196721,8.0,0.19668578375664034,0.07802547770700638,0.13853503184713378,0.17197452229299365,0.17572746253667046
47,0601703040422020,171,0,0,628,0,58630,0.27229299363057324,0.0,0.0,405.0,245.0,245.0,650.0,0.6230769230769231,0.3769230769230769,2.2,237.0,67.0,101.0,0.5851851851851851,0.24938271604938272,0.1654320987654321,8.0,0.1696594806467418,0.15934182590233545,0.06790516631280963,0.045046001415428166,0.10263351298383146
47,0601703040432020,213,0,58630,628,0,58630,0.339171974522293,0.0,1.0,284.0,73.0,48.0,357.0,0.7955182072829131,0.13445378151260504,2.25,79.0,179.0,26.0,0.27816901408450706,0.09154929577464789,0.6302816901408451,8.0,0.26981748113258036,0.09434713375796179,0.03105095541401274,0.21377388535031847,0.04560295455761922
48,0601703040312020,516,143,46922,516,143,46922,1.0,1.0,1.0,257.0,207.0,207.0,464.0,0.5538793103448276,0.44612068965517243,1.45,109.0,109.0,39.0,0.42412451361867703,0.1517509727626459,0.42412451361867703,3.0,0.5538793103448276,0.42412451361867703,0.1517509727626459,0.42412451361867703,0.44612068965517243
49,0601703040412020,123,38,41714,278,38,118633,0.44244604316546765,1.0,0.35162222990230374,244.0,238.0,218.0,482.0,0.5062240663900415,0.45228215767634855,2.78,49.0,108.0,87.0,0.20081967213114754,0.35655737704918034,0.4426229508196721,0.0,0.22397683512940686,0.08885186932421277,0.15775740063686758,0.1958367732043873,0.20011045105824055
49,0601703040432020,155,0,76919,278,38,118633,0.5575539568345323,0.0,0.6483777700976963,284.0,73.0,48.0,357.0,0.7955182072829131,0.13445378151260504,2.25,79.0,179.0,26.0,0.27816901408450706,0.09154929577464789,0.6302816901408451,0.0,0.4435443242045019,0.15509423447157766,0.051043672104569865,0.35141605025838485,0.07496523789371863
50,0601703040242020,0,0,0,63,38,352162,0.0,0.0,0.0,429.0,86.0,43.0,515.0,0.8330097087378641,0.08349514563106795,2.33,79.0,232.0,118.0,0.18414918414918416,0.27505827505827507,0.5407925407925408,0.0,0.0,0.0,0.0,0.0,0.0
50,0601703040432020,63,38,352162,63,38,352162,1.0,1.0,1.0,284.0,73.0,48.0,357.0,0.7955182072829131,0.13445378151260504,2.25,79.0,179.0,26.0,0.27816901408450706,0.09154929577464789,0.6302816901408451,0.0,0.7955182072829131,0.27816901408450706,0.09154929577464789,0.6302816901408451,0.13445378151260504
51,0601703040332020,0,0,0,124,0,424,0.0,0.0,0.0,193.0,501.0,490.0,694.0,0.2780979827089337,0.7060518731988472,2.38,126.0,38.0,29.0,0.6528497409326425,0.15025906735751296,0.19689119170984457,0.0,0.0,0.0,0.0,0.0,0.0
51,0601703040412020,70,0,424,124,0,424,0.5645161290322581,0.0,1.0,244.0,238.0,218.0,482.0,0.5062240663900415,0.45228215767634855,2.78,49.0,108.0,87.0,0.20081967213114754,0.35655737704918034,0.4426229508196721,0.0,0.28577165038147506,0.11336594394500266,0.2012823902696986,0.24986779481755686,0.2553205728818097
51,0601703040422020,54,0,0,124,0,424,0.43548387096774194,0.0,0.0,405.0,245.0,245.0,650.0,0.6230769230769231,0.3769230769230769,2.2,237.0,67.0,101.0,0.5851851851851851,0.24938271604938272,0.1654320987654321,0.0,0.2713399503722084,0.25483870967741934,0.10860215053763442,0.07204301075268818,0.1641439205955335
52,0601703040332020,1,0,0,166,0,0,0.006024096385542169,0.0,0.0,193.0,501.0,490.0,694.0,0.2780979827089337,0.7060518731988472,2.38,126.0,38.0,29.0,0.6528497409326425,0.15025906735751296,0.19689119170984457,3.0,0.0016752890524634563,0.003932829764654473,0.0009051751045633311,0.001186091516324365,0.004253324537342454
52,0601703040422020,165,0,0,166,0,0,0.9939759036144579,0.0,0.0,405.0,245.0,245.0,650.0,0.6230769230769231,0.3769230769230769,2.2,237.0,67.0,101.0,0.5851851851851851,0.24938271604938272,0.1654320987654321,3.0,0.6193234476367007,0.5816599732262383,0.24788041053101295,0.1644355198572066,0.3746524559777572
