index,recordDate,recordTime,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,messageDate,messageTime,display,displayTime,phase1Font,phase1Line1,phase1Line2,phase1Line3,phase2Font,phase2Line1,phase2Line2,phase2Line3
1243,3/24/2026,9:28:22,3,029 - Gold Run (WB),Gold Run,-120.843565,39.187404,3198,West,Placer,I-80,,,42.53,,143.97,TRUE,3/24/2026,6:07:26,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1244,3/24/2026,9:28:22,3,030 - Baxter,Whitmore,-120.770269,39.221265,4051,East,Placer,I-80,,,47.52,,148.99,TRUE,3/8/2026,3:34:41,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1247,3/24/2026,9:28:22,3,031 - E.O. Blue Canyon,Emigrant Gap,-120.697825,39.287078,5364,West,Placer,I-80,,,53.75,,155.22,TRUE,3/5/2026,13:49:39,1 Page (Normal),3,Not Reported,BIG RIG DRIVERS,STOP AND CHECK,YOUR BRAKES,Not Reported,,,
1245,3/24/2026,9:28:22,3,032 - W.O. Blue Canyon,Emigrant Gap,-120.711446,39.280869,5259,West,Placer,I-80,,,52.91,L,154.34,TRUE,3/17/2026,7:37:37,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1239,3/24/2026,9:28:22,3,033 - Prosser Village Rd,Truckee,-120.147641,39.35456,5875,West,Nevada,I-80,,,18.2,,188.78,TRUE,3/19/2026,9:19:46,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1237,3/24/2026,9:28:22,3,034 - Donner Park,Truckee,-120.224141,39.323878,5918,East,Nevada,I-80,,,13.3,L,183.87,TRUE,3/24/2026,8:59:07,1 Page (Normal),3,Not Reported,REDUCED LANES,9 MILES AHEAD,<------MOVE OVER,Not Reported,,,
1251,3/24/2026,9:28:22,3,035 - Cabin Creek Rd,Truckee,-120.206845,39.277931,5936,North,Placer,SR-89,,,18.95,,77.81,TRUE,3/19/2026,9:36:50,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1250,3/24/2026,9:28:22,3,036 - Fairway Dr,Tahoe City,-120.151228,39.163825,6282,South,Placer,SR-89,,,8.98,,67.85,TRUE,3/17/2026,14:21:49,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1156,3/24/2026,9:28:22,3,037 - Eagle Lakes Rd,20/80 Jct,-120.571701,39.327833,5479,West,Nevada,I-80,,R,61.54,,163.04,TRUE,3/22/2026,15:20:21,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1158,3/24/2026,9:28:22,3,038 - Cisco Grove,20/80 Jct,-120.543524,39.309878,5666,West,Placer,I-80,,R,63.54,,164.88,TRUE,3/23/2026,10:00:14,1 Page (Normal),3,Not Reported,BRAKE CHECK AREA, 8 MILES AHEAD  ,TRUCKS MUST STOP,Not Reported,,,
1260,3/24/2026,9:28:22,3,039 - Elvas (NB),Sacramento,-121.455226,38.584822,26,North,Sacramento,SR-51,,,2.18,,2.17,FALSE,3/19/2025,10:19:38,Blank,5,Not Reported,,,,Not Reported,,,
1262,3/24/2026,9:28:22,3,040 - Bryte Bend,Sacramento,-121.543845,38.604379,19,East,Sacramento,I-80,,M,0.47,,84.39,TRUE,3/23/2026,10:47:46,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1263,3/24/2026,9:28:22,3,041 - Truxel Rd,Sacramento,-121.488537,38.639555,13,West,Sacramento,I-80,,M,4.39,,88.27,TRUE,3/23/2026,10:47:41,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1227,3/24/2026,9:28:22,3,042 - Jct 149/70,Oroville,-121.615489,39.574067,269,East,Butte,SR-70,,,19.87,,52.31,TRUE,3/9/2026,7:56:00,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1233,3/24/2026,9:28:22,3,043 - 50/89 Jct,South Lake Tahoe,-120.002467,38.914715,6286,West,El Dorado,US-50,,,75.59,,103.75,TRUE,3/24/2026,9:28:20,1 Page (Normal),3,Not Reported,TAHOE CTY 43,HWY 88 27,,Not Reported,,,
1234,3/24/2026,9:28:22,3,044 - Midway Rd,South Lake Tahoe,-119.948899,38.952625,6289,West,El Dorado,US-50,,,79.9,,108.06,TRUE,3/24/2026,9:28:21,1 Page (Normal),3,Not Reported,MEYERS 15,TAHOE CITY 50,,Not Reported,,,
1159,3/24/2026,9:28:22,3,045 - Granlibakken,Tahoe City,-120.14467,39.161935,6246,North,Placer,SR-89,,,8.14,,67.38,TRUE,3/20/2026,11:35:47,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1157,3/24/2026,9:28:22,3,046 - Rocky Ridge Rd,Tahoe City,-120.130339,39.179624,6312,West,Placer,SR-28,,,1.24,,1.17,TRUE,3/16/2026,15:11:55,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1160,3/24/2026,9:28:22,3,047 - National Ave,Kings Beach,-120.042812,39.254854,6604,West,Placer,SR-267,,,8.41,,10.21,TRUE,3/22/2026,15:20:29,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1168,3/24/2026,9:28:22,3,048 - Castle Peak Rd,Donner Summit,-120.355597,39.334701,7165,East,Nevada,I-80,,R,4.65,,175.78,TRUE,3/21/2026,21:03:40,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1165,3/24/2026,9:28:22,3,049 - Williams (NB),Williams,-122.14056,39.151351,62,North,Colusa,I-5,,R,17.55,,576.36,TRUE,3/24/2026,9:28:20,1 Page (Normal),3,Not Reported,COLUSA 11 MIN,WILLOWS 23 MIN,ORLAND 37 MIN,Not Reported,,,
3415,3/24/2026,9:28:22,3,050 - Williams (SB),Colusa,-122.159185,39.177905,75,South,Colusa,I-5,,,19.65,,578.49,TRUE,3/24/2026,9:28:20,1 Page (Normal),3,Not Reported,I-505 22 MIN,WOODLAND 37 MIN,SAC 48 MIN,Not Reported,,,
1169,3/24/2026,9:28:22,3,051 - Rocklin Rd,Rocklin,-121.228078,38.784236,262,West,Placer,I-80,,,5.66,,107.18,TRUE,3/24/2026,9:28:21,1 Page (Normal),3,Not Reported,DOUGLAS 4 MIN,BUS 80 13 MIN,I-5 20 MIN,Not Reported,,,
1170,3/24/2026,9:28:22,3,052 - Twin Cities Rd,Elk Grove,-121.45576,38.27618,9,North,Sacramento,I-5,,,1.55,,496.8,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1171,3/24/2026,9:28:22,3,053 - Laguna Blvd (NB),Elk Grove,-121.489065,38.435605,9,North,Sacramento,I-5,,,12.7,,507.99,FALSE,11/20/2025,10:46:08,Blank,5,Not Reported,,,,Not Reported,,,
1172,3/24/2026,9:28:22,3,054 - Laguna Blvd (SB),Elk Grove,-121.490253,38.438544,6,South,Sacramento,I-5,,,12.9,,508.19,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1173,3/24/2026,9:28:22,3,055 - Sutterville Rd,Sacramento,-121.516454,38.535714,19,South,Sacramento,I-5,,,20.07,,515.34,TRUE,3/19/2026,14:43:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1174,3/24/2026,9:28:22,3,056 - Garden Hwy,Sacramento,-121.509768,38.610536,9,North,Sacramento,I-5,,,25.64,,520.93,TRUE,3/19/2026,14:43:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1176,3/24/2026,9:28:22,3,057 - Del Paso Rd,Sacramento,-121.529425,38.649704,19,North,Sacramento,I-5,,,28.55,,523.84,TRUE,3/24/2026,9:28:22,1 Page (Normal),3,Not Reported,AIRPORT 4 MIN,WOODLAND 11 MIN,MRYSVILLE 33 MIN,Not Reported,,,
1175,3/24/2026,9:28:22,3,058 - Arena Blvd,Sacramento,-121.527445,38.644701,13,South,Sacramento,I-5,,,28.54,,523.83,TRUE,3/23/2026,10:47:41,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1177,3/24/2026,9:28:22,3,059 - Elvas (SB),Sacramento,-121.457749,38.584882,36,South,Sacramento,SR-51,,,2.05,,2.05,TRUE,3/24/2026,9:28:20,1 Page (Normal),3,Not Reported,WATT 8,ELK GROVE 16,,Not Reported,,,
1178,3/24/2026,9:28:22,3,060 - Bell St,Sacramento,-121.41016,38.62691,59,North,Sacramento,SR-51,,,6.25,,6.31,TRUE,3/24/2026,9:28:20,1 Page (Normal),3,Not Reported,I-80 3 MIN,ANTELOPE 8 MIN,65 JCT 13 MIN,Not Reported,,,
1179,3/24/2026,9:28:22,3,061 - Walnut Ave,Galt,-121.306954,38.282845,42,North,Sacramento,SR-99,,,2.9,,277.35,TRUE,3/24/2026,9:28:21,1 Page (Normal),3,Not Reported,ELK GROVE 10 MIN,US 50 25 MIN,,Not Reported,,,
1181,3/24/2026,9:28:22,3,063 - W Elkhorn Blvd,Rio Linda,-121.540388,38.691977,19,South,Sacramento,SR-99,,,33.81,,300.5,TRUE,3/20/2026,10:53:37,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1202,3/24/2026,9:28:22,3,066 - Lead Hill Dr,Roseville,-121.265847,38.751648,196,East,Placer,I-80,,,2.55,,104.05,FALSE,7/15/2025,8:19:28,Blank,5,Not Reported,,,,Not Reported,,,
2269,3/24/2026,9:28:22,3,067 - Riosa Rd,Lincoln,-121.390435,38.990568,88,South,Placer,SR-65,,R,22.28,,82.95,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
2261,3/24/2026,9:28:22,3,068 - Twelve Bridges,Lincoln,-121.299397,38.857901,131,North,Placer,SR-65,,R,12.38,,72.08,FALSE,3/17/2026,10:29:42,Blank,5,Not Reported,,,,Not Reported,,,
1214,3/24/2026,9:28:22,3,069 - Truckee Airport,Truckee,-120.146272,39.313558,5921,South,Placer,SR-267,,,0.39,,2.19,TRUE,3/22/2026,15:20:29,Blank,Not Reported,Not Reported,,,,Not Reported,,,
3297,3/24/2026,9:28:22,3,070 - Riego Rd,Nicolaus,-121.540074,38.748508,19,North,Sutter,SR-99,,,0.82,,304.47,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
2594,3/24/2026,9:28:22,3,071 - Neal Rd,Chico,-121.739421,39.662155,226,South,Butte,SR-99,,,25.7,,370.52,TRUE,3/16/2026,9:29:18,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4026,3/24/2026,9:28:22,3,072 - Sherman Island,Rio Vista,-121.733216,38.076809,-13,North,Sacramento,SR-160,,,4.01,,6.67,TRUE,3/11/2026,9:27:20,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4061,3/24/2026,9:28:22,3,073 - Ponderosa,Shingle Springs,-120.935697,38.663485,1500,West,El Dorado,US-50,,M,8.68,,37.22,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4122,3/24/2026,9:28:22,3,074 - Skyway - JSO,Skyway,-121.792791,39.707678,217,North,Butte,SR-99,,,29.95,,374.77,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4144,3/24/2026,9:28:22,3,075 - Eaton Rd - JNO,Chico,-121.881767,39.781187,174,South,Butte,SR-99,,M,36.94,,381.76,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4079,3/24/2026,9:28:22,3,076 - Snows Rd - JWO,Camino,-120.680082,38.735085,3100,West,El Dorado,US-50,,,25.2,,53.74,FALSE,3/18/2026,11:03:09,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4087,3/24/2026,9:28:22,3,077 - Ice House Rd,Pollock Pines,-120.446384,38.768626,3400,East,El Dorado,US-50,,,39.8,,68.18,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4065,3/24/2026,9:28:22,3,078 - Greenstone O/C,Shingle Springs,-120.884422,38.695832,1415,East,El Dorado,US-50,,M,12.38,,40.92,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5166,3/24/2026,9:28:22,3,121 - Cox Ln - JWO,Oroville - Robinsons Corner,-121.61256,39.375972,300,West,Butte,SR-70,,,4.88,,37.41,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4090,3/24/2026,9:28:22,3,126 - Wrights Lake -EO,Wrights Lake,-120.205593,38.787156,5400,East,El Dorado,US-50,,,54.19,,82.46,TRUE,3/9/2026,7:55:59,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5106,3/24/2026,9:28:22,3,129 - South_River_Rd_YOL50_EB,West Sacramento,-121.520245,38.575181,20,East,Yolo,US-50,,,2.8,,2.8,TRUE,3/18/2026,18:35:52,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5109,3/24/2026,9:28:22,3,130 - I-5_Jct_WO_SAC50_WB,Sacramento,-121.510911,38.568721,500,West,Sacramento,US-50,,R,0.34,,3.49,TRUE,3/23/2026,8:16:52,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5114,3/24/2026,9:28:22,3,131 - Mayhew_Rd_SAC50_EB,Sacramento,-121.352778,38.561273,60,East,Sacramento,US-50,,R,6.78,,12.42,TRUE,3/16/2026,4:11:24,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5113,3/24/2026,9:28:22,3,132 - Mayhew_Rd_SAC50_WB,Watt ave,-121.348974,38.562123,500,West,Sacramento,US-50,,R,7.04,,12.63,TRUE,3/12/2026,14:31:37,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5116,3/24/2026,9:28:22,3,133 - Bradshaw_Rd_JEO_SAC50_EB,Rancho Cordova,-121.327679,38.569901,78,East,Sacramento,US-50,,,8.29,,8.29,FALSE,11/24/2025,14:37:54,Blank,5,Not Reported,,,,Not Reported,,,
5123,3/24/2026,9:28:22,3,134 - Bradshaw_Rd_SAC50_WB,Rancho Cordova,-121.316255,38.575382,78,West,Sacramento,US-50,,M,9,,14.64,TRUE,3/12/2026,14:29:26,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5126,3/24/2026,9:28:22,3,135 - Zinfandel_Dr_EO_SAC50_EB,Rancho Cordova,-121.282254,38.593828,113,East,Sacramento,US-50,,R,11.26,,16.89,TRUE,3/11/2026,10:12:07,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5125,3/24/2026,9:28:22,3,136 - White_Rock_POC_JEO_SAC50_WB,Rancho Cordova,-121.295234,38.586553,96,West,Sacramento,US-50,,R,10.33,,15.96,TRUE,3/12/2026,14:29:26,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5124,3/24/2026,9:28:22,3,137 - White_Rock_POC_JWO_SAC50_EB,Rancho Cordova,-121.30404,38.580325,90,East,Sacramento,US-50,,R,9.72,,15.35,FALSE,11/16/2025,8:47:31,Blank,5,Not Reported,,,,Not Reported,,,
5127,3/24/2026,9:28:22,3,138 - Zinfandel_Dr_EO_SAC50_WB,Rancho Cordova,-121.277872,38.59955,124,West,Sacramento,US-50,,R,11.73,,17.36,TRUE,3/19/2026,9:53:14,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5128,3/24/2026,9:28:22,3,139 - Hazel_Ave_WO_SAC50_WB,Rancho Cordova,-121.225965,38.626403,127,West,Sacramento,US-50,,,15.18,,20.85,TRUE,3/19/2026,9:53:14,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1235,3/24/2026,9:28:22,3,145 - 48th_St_WO_SAC50_EB,Sacramento,-121.453925,38.558958,40,East,Sacramento,US-50,,R,1.12,,6.74,FALSE,7/21/2025,15:13:35,Blank,5,Not Reported,,,,Not Reported,,,
5362,3/24/2026,9:28:22,3,149 - Howe_Ave_JEO_SAC50_WB,Sacramento,-121.406849,38.554533,40,West,Sacramento,US-50,,R,3.82,,9.45,TRUE,3/21/2026,22:30:38,Blank,Not Reported,Not Reported,,,,Not Reported,,,
9999,3/24/2026,9:28:22,3,150 - Howe_Ave_JEO_SAC50_EB,Sacramento,-12.139908,38.555766,40,East,Sacramento,US-50,,R,4.25,,9.8,FALSE,12/8/2025,14:00:39,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5129,3/24/2026,9:28:22,3,153 - Sunrise Blvd_EO_SAC50_EB,Rancho Cordova,-121.252845,38.615537,131,East,Sacramento,US-50,,,13.55,,19.22,TRUE,3/13/2026,13:17:34,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5130,3/24/2026,9:28:22,3,154 - Aerojet_Rd_SAC50_EB,Folsom,-121.212749,38.632852,138,East,Sacramento,US-50,,,16.01,,21.68,TRUE,3/9/2026,7:55:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5102,3/24/2026,9:28:22,3,155 - Folsom_Blvd_JWO_SAC50_WB,Folsom,-121.201844,38.639163,173,West,Sacramento,US-50,,,16.75,,22.42,TRUE,3/9/2026,5:28:39,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5101,3/24/2026,9:28:22,3,156 - Prairie_City_Rd_WO_SAC50_WB,Folsom,-121.178967,38.642356,239,West,Sacramento,US-50,,,18.01,,23.68,TRUE,3/16/2026,15:11:45,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5355,3/24/2026,9:28:22,3,158 - Metro_Air_Pkwy_JEO_SAC5_NB,Airport,-121.561193,38.671454,500,North,Sacramento,I-5,,,31.12,,31.12,TRUE,3/19/2026,14:43:58,Blank,Not Reported,Not Reported,,,,Not Reported,,,
N/A,3/24/2026,9:28:22,3,160 - Chiles_Rd_YOL80_EB,Davis,-121.639262,38.563109,36,East,Yolo,I-80,,R,5.75,,77.38,TRUE,3/24/2026,9:28:22,1 Page (Normal),3,Not Reported,MINUTES TO:,WEST SAC 5,DWTN SAC 8,Not Reported,,,
5405,3/24/2026,9:28:22,3,161 - Enterprise_Blvd_YOL80_EB,W. Sacramento,-121.579294,38.573775,36,East,Yolo,I-80,,R,9.08,,81.29,TRUE,3/19/2026,15:24:23,Blank,Not Reported,Not Reported,,,,Not Reported,,,
5508,3/24/2026,9:28:22,3,164 - Sheldon_Rd_SAC99_SB,Sacramento,-121.406248,38.446533,42,South,Sacramento,SR-99,,R,15.53,,15.53,TRUE,3/13/2026,1:08:52,Blank,Not Reported,Not Reported,,,,Not Reported,,,
4109,3/24/2026,9:28:22,3,EMS - VM002 / Fog - Dillard Road (Daktronics VMS),Dillard Road,-121.335148,38.342948,38,North,Sacramento,SR-99,,,7.31,,511.63,FALSE,4/29/2025,15:50:52,Blank,5,Not Reported,,,,Not Reported,,,
1281,3/24/2026,9:28:22,3,EMS - VM004 / Kingvale HAR AM1610 - Soda Springs / WB (Skyline VMS),Truckee,-120.398805,39.324156,5587,West,Nevada,I-80,,,2.16,,2,TRUE,2/17/2026,14:17:08,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1282,3/24/2026,9:28:22,3,EMS - VM005 / Donner Sum HAR AM1610 - Soda Springs / EB (Skyline VMS),Truckee,-120.387952,39.327199,5587,East,Nevada,I-80,,,2.74,,173.88,TRUE,2/24/2026,22:00:34,Blank,Not Reported,Not Reported,,,,Not Reported,,,
1299,3/24/2026,9:28:22,3,EMS - VM006 / Gold Run HAR AM1670 - Dutch Flat / WB (Skyline VMS),Monte Vista,-120.836041,39.188968,3342,West,Placer,I-80,,,42.95,,144.45,TRUE,2/18/2026,13:02:22,Blank,Not Reported,Not Reported,,,,Not Reported,,,
N/A,3/24/2026,9:28:22,3,Test - 142 -16th _ST_SAC50_EB,16th Street,-121.490468,38.562625,9,East,Sacramento,US-50,,,1.52,,4.67,TRUE,3/21/2026,22:30:38,Blank,Not Reported,Not Reported,,,,Not Reported,,,
