speedinterval,approach,counts,LocationId,LocationName
05-09 mph,NB,152.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
10-14 mph,NB,1724.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
15-19 mph,NB,6894.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
20-24 mph,NB,33383.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
25+ mph,NB,113957.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
00-04 mph,EB,18.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
00-04 mph,WB,321.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
05-09 mph,EB,93.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
05-09 mph,WB,637.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
10-14 mph,EB,76.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
10-14 mph,WB,1219.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
15-19 mph,EB,174.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
15-19 mph,WB,2297.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
20-24 mph,EB,408.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
20-24 mph,WB,4683.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
25+ mph,EB,192057.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
25+ mph,WB,200296.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
00-04 mph,EB,2455.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
00-04 mph,WB,3.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
05-09 mph,EB,9259.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
05-09 mph,WB,93.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
10-14 mph,EB,14790.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
10-14 mph,WB,478.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
15-19 mph,EB,13721.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
15-19 mph,WB,11506.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
20-24 mph,EB,11775.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
20-24 mph,WB,28409.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
25+ mph,EB,899.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
25+ mph,WB,32422.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
00-04 mph,EB,946.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
00-04 mph,WB,403.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
05-09 mph,EB,4524.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
05-09 mph,WB,554.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
10-14 mph,EB,12456.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
10-14 mph,WB,644.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
15-19 mph,EB,15417.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
15-19 mph,WB,1108.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
20-24 mph,EB,18381.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
20-24 mph,WB,7973.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
25+ mph,EB,17246.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
25+ mph,WB,86328.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
00-04 mph,EB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
00-04 mph,NB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
00-04 mph,WB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
05-09 mph,EB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
05-09 mph,NB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
05-09 mph,WB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
10-14 mph,EB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
10-14 mph,NB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
10-14 mph,WB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
15-19 mph,EB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
15-19 mph,NB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
15-19 mph,WB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
20-24 mph,EB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
20-24 mph,NB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
20-24 mph,WB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
25+ mph,EB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
25+ mph,NB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
25+ mph,WB,,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
00-04 mph,SB,,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
05-09 mph,SB,,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
10-14 mph,SB,,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
15-19 mph,SB,,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
20-24 mph,SB,,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
25+ mph,SB,,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
00-04 mph,NB,,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
05-09 mph,NB,,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
10-14 mph,NB,,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
15-19 mph,NB,,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
20-24 mph,NB,,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
25+ mph,NB,,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
00-04 mph,EB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
00-04 mph,WB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
05-09 mph,EB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
05-09 mph,WB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
10-14 mph,EB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
10-14 mph,WB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
15-19 mph,EB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
15-19 mph,WB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
20-24 mph,EB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
20-24 mph,WB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
25+ mph,EB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
25+ mph,WB,,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
00-04 mph,SB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
00-04 mph,WB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
05-09 mph,SB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
05-09 mph,WB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
10-14 mph,SB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
10-14 mph,WB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
15-19 mph,SB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
15-19 mph,WB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
20-24 mph,SB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
20-24 mph,WB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
25+ mph,SB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
25+ mph,WB,,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
00-04 mph,NB,,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
05-09 mph,NB,,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
10-14 mph,NB,,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
15-19 mph,NB,,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
20-24 mph,NB,,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
25+ mph,NB,,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
00-04 mph,WB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
05-09 mph,EB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
05-09 mph,WB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
10-14 mph,EB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
10-14 mph,WB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
15-19 mph,EB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
15-19 mph,WB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
20-24 mph,EB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
20-24 mph,WB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
25+ mph,EB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
25+ mph,WB,,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
00-04 mph,EB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
00-04 mph,WB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
05-09 mph,EB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
05-09 mph,WB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
10-14 mph,EB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
10-14 mph,WB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
15-19 mph,EB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
15-19 mph,WB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
20-24 mph,EB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
20-24 mph,WB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
25+ mph,EB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
25+ mph,WB,,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
00-04 mph,EB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
00-04 mph,WB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
05-09 mph,EB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
05-09 mph,WB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
10-14 mph,EB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
10-14 mph,WB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
15-19 mph,EB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
15-19 mph,WB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
20-24 mph,EB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
20-24 mph,WB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
25+ mph,EB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
25+ mph,WB,,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
00-04 mph,EB,4818.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
00-04 mph,NB,1099.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
00-04 mph,WB,417.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
05-09 mph,EB,11822.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
05-09 mph,NB,2187.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
05-09 mph,WB,2624.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
10-14 mph,EB,19198.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
10-14 mph,NB,13679.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
10-14 mph,WB,15392.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
15-19 mph,EB,24752.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
15-19 mph,NB,16031.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
15-19 mph,WB,30935.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
20-24 mph,EB,17348.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
20-24 mph,NB,3311.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
20-24 mph,WB,13348.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
25+ mph,EB,6115.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
25+ mph,NB,1026.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
25+ mph,WB,5347.000000000000000,6786b290ddb02855b751179d,Hwy 50 at Meyers (roundabout)
00-04 mph,SB,1793.000000000000000,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
05-09 mph,SB,3481.000000000000000,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
10-14 mph,SB,3361.000000000000000,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
15-19 mph,SB,855.000000000000000,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
20-24 mph,SB,93.000000000000000,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
25+ mph,SB,16.000000000000000,6786b2b80736acf4a56c5ee5,Hwy 28 at Hwy 267 Kings Beach 
